N,Iterative,Dynamic Programming,Recursive
992,0.155885,0.270639,-
993,0.122719,0.263455,-
994,0.122436,0.262292,-
995,0.118564,0.261475,-
996,0.118521,0.256477,-
997,0.120611,0.258282,-
998,0.127939,0.246763,-
999,0.119811,0.245829,-
1000,0.118957,0.251479,-
1001,0.119258,0.292259,-
1002,0.119650,0.275305,-
1003,0.121574,0.253270,-
1004,0.129796,0.261774,-
1005,0.131543,0.253859,-
1006,0.165180,0.295634,-
1007,0.126789,0.256990,-
1008,0.146137,0.260566,-
1009,0.128042,0.294159,-
1010,0.117081,0.304867,-
1011,0.128317,0.264587,-
1012,0.123657,0.270510,-
1013,0.130017,0.277890,-
1014,0.123300,0.262140,-
1015,0.156092,0.308507,-
1016,0.123374,0.262569,-
1017,0.131399,0.273496,-
1018,0.122489,0.265984,-
1019,0.123661,0.308714,-
1020,0.138307,0.259041,-
1021,0.128148,0.253893,-
1022,0.128107,0.264648,-
1023,0.131820,0.277810,-
1024,0.165025,0.302479,-
1025,0.135662,0.273697,-
1026,0.133983,0.276041,-
1027,0.126974,0.283934,-
1028,0.134905,0.326381,-
1029,0.140551,0.324760,-
1030,0.182712,0.281239,-
1031,0.129823,0.270428,-
1032,0.184067,0.293542,-
1033,0.136175,0.283578,-
1034,0.201124,0.262667,-
1035,0.127623,0.269825,-
1036,0.132379,0.330792,-
1037,0.127697,0.273723,-
1038,0.128221,0.276940,-
1039,0.132952,0.303275,-
1040,0.136997,0.335550,-
1041,0.128441,0.276545,-
1042,0.131559,0.276485,-
1043,0.134405,0.271914,-
1044,0.146020,0.311463,-
1045,0.131113,0.284187,-
1046,0.131813,0.279492,-
1047,0.136663,0.298953,-
1048,0.138733,0.278876,-
1049,0.173105,0.307689,-
1050,0.131750,0.276717,-
1051,0.141462,0.283649,-
1052,0.139620,0.295798,-
1053,0.132145,0.349262,-
1054,0.145914,0.296890,-
1055,0.134279,0.293413,-
1056,0.136797,0.290770,-
1057,0.144374,0.342919,-
1058,0.137927,0.305317,-
1059,0.143979,0.283071,-
1060,0.134272,0.287808,-
1061,0.134186,0.348117,-
1062,0.139323,0.304149,-
1063,0.138539,0.280899,-
1064,0.138534,0.305143,-
1065,0.140105,0.360621,-
1066,0.144525,0.303180,-
1067,0.137287,0.293848,-
1068,0.145874,0.297195,-
1069,0.139369,0.347237,-
1070,0.141517,0.306155,-
1071,0.159571,0.297392,-
1072,0.140124,0.299551,-
1073,0.200963,0.344129,-
1074,0.147904,0.292087,-
1075,0.145057,0.301839,-
1076,0.153455,0.287795,-
1077,0.190308,0.339091,-
1078,0.154079,0.294102,-
1079,0.145531,0.303711,-
1080,0.152632,0.306062,-
1081,0.147873,0.309357,-
1082,0.139447,0.300304,-
1083,0.142928,0.295012,-
1084,0.140004,0.302242,-
1085,0.149620,0.325152,-
1086,0.144357,0.298123,-
1087,0.142642,0.332967,-
1088,0.153902,0.383867,-
1089,0.144980,0.319766,-
1090,0.159686,0.330289,-
1091,0.161321,0.301406,-
1092,0.160875,0.373818,-
1093,0.158140,0.299525,-
1094,0.146490,0.301483,-
1095,0.158204,0.301938,-
1096,0.144422,0.364246,-
1097,0.147417,0.321488,-
1098,0.148471,0.305131,-
1099,0.146576,0.310846,-
1100,0.195025,0.356208,-
1101,0.150270,0.318462,-
1102,0.157995,0.319293,-
1103,0.150832,0.346109,-
1104,0.162161,0.320107,-
1105,0.154570,0.397341,-
1106,0.146691,0.325204,-
1107,0.155081,0.404851,-
1108,0.157648,0.331202,-
1109,0.156427,0.338220,-
1110,0.154464,0.325982,-
1111,0.187524,0.356023,-
1112,0.160312,0.320664,-
1113,0.164314,0.309255,-
1114,0.153907,0.325326,-
1115,0.181673,0.362021,-
1116,0.162017,0.335554,-
1117,0.148850,0.327450,-
1118,0.157469,0.357028,-
1119,0.157906,0.329677,-
1120,0.156339,0.317346,-
1121,0.188013,0.316231,-
1122,0.197011,0.368089,-
1123,0.155832,0.344440,-
1124,0.155273,0.335047,-
1125,0.167143,0.332512,-
1126,0.184099,0.362722,-
1127,0.160879,0.349097,-
1128,0.174015,0.336089,-
1129,0.151451,0.347238,-
1130,0.153955,0.333093,-
1131,0.155928,0.328229,-
1132,0.164324,0.349833,-
1133,0.161504,0.408720,-
1134,0.170799,0.389402,-
1135,0.164647,0.354079,-
1136,0.155403,0.331290,-
1137,0.193892,0.375070,-
1138,0.160460,0.332929,-
1139,0.180678,0.456517,-
1140,0.164042,0.423650,-
1141,0.177701,0.362111,-
1142,0.154519,0.347982,-
1143,0.164537,0.350033,-
1144,0.166757,0.331256,-
1145,0.158848,0.358722,-
1146,0.162798,0.351170,-
1147,0.216676,0.434650,-
1148,0.179439,0.384417,-
1149,0.174263,0.345568,-
1150,0.170826,0.486276,-
1151,0.251903,0.373443,-
1152,0.165193,0.385964,-
1153,0.170989,0.405510,-
1154,0.204657,0.368620,-
1155,0.198982,0.382454,-
1156,0.192175,0.585110,-
1157,0.215845,0.438167,-
1158,0.170987,0.355629,-
1159,0.183569,0.414601,-
1160,0.160835,0.419338,-
1161,0.181306,0.360509,-
1162,0.169607,0.388817,-
1163,0.213048,0.403081,-
1164,0.198433,0.354689,-
1165,0.172637,0.363626,-
1166,0.165790,0.453623,-
1167,0.163563,0.408583,-
1168,0.169275,0.368016,-
1169,0.170916,0.398065,-
1170,0.166061,0.359622,-
1171,0.171791,0.366961,-
1172,0.166292,0.339762,-
1173,0.189060,0.428397,-
1174,0.161735,0.356695,-
1175,0.172947,0.363501,-
1176,0.172227,0.433586,-
1177,0.189266,0.349502,-
1178,0.172944,0.375598,-
1179,0.167194,0.392924,-
1180,0.169997,0.371435,-
1181,0.174384,0.389905,-
1182,0.171558,0.378349,-
1183,0.217428,0.466225,-
1184,0.164010,0.373057,-
1185,0.170519,0.378098,-
1186,0.175239,0.481796,-
1187,0.169262,0.393293,-
1188,0.183520,0.377591,-
1189,0.177727,0.484019,-
1190,0.190104,0.387532,-
1191,0.183801,0.366809,-
1192,0.181319,0.385065,-
1193,0.220213,0.416777,-
1194,0.199075,0.367975,-
1195,0.166811,0.370178,-
1196,0.178131,0.477953,-
1197,0.187240,0.394364,-
1198,0.183772,0.397368,-
1199,0.172448,0.494914,-
1200,0.174617,0.391718,-
1201,0.189665,0.397454,-
1202,0.173355,0.507549,-
1203,0.175468,0.394151,-
1204,0.185872,0.396205,-
1205,0.175841,0.390853,-
1206,0.177698,0.382765,-
1207,0.182403,0.372174,-
1208,0.176662,0.390640,-
1209,0.237065,0.450853,-
1210,0.181278,0.403672,-
1211,0.176195,0.390939,-
1212,0.246482,0.444079,-
1213,0.183176,0.392434,-
1214,0.178495,0.404476,-
1215,0.180839,0.492249,-
1216,0.182937,0.404035,-
1217,0.177358,0.418247,-
1218,0.183139,0.496883,-
1219,0.180183,0.406633,-
1220,0.183176,0.395374,-
1221,0.183864,0.503726,-
1222,0.196934,0.399024,-
1223,0.184567,0.399828,-
1224,0.213665,0.482548,-
1225,0.184211,0.400482,-
1226,0.186048,0.405976,-
1227,0.259565,0.449322,-
1228,0.186872,0.401502,-
1229,0.185038,0.400897,-
1230,0.254855,0.442080,-
1231,0.206993,0.445851,-
1232,0.190215,0.411469,-
1233,0.237461,0.460804,-
1234,0.194682,0.399328,-
1235,0.189223,0.408844,-
1236,0.254761,0.458833,-
1237,0.190391,0.405734,-
1238,0.181864,0.399944,-
1239,0.266354,0.479883,-
1240,0.212030,0.397842,-
1241,0.190456,0.409383,-
1242,0.257638,0.468068,-
1243,0.213975,0.416903,-
1244,0.188481,0.409547,-
1245,0.237079,0.459311,-
1246,0.191369,0.424222,-
1247,0.185482,0.411151,-
1248,0.219511,0.457242,-
1249,0.197021,0.427252,-
1250,0.189998,0.412188,-
1251,0.201386,0.418797,-
1252,0.195802,0.417989,-
1253,0.210899,0.424014,-
1254,0.192256,0.398135,-
1255,0.194912,0.413392,-
1256,0.202085,0.441004,-
1257,0.188735,0.414140,-
1258,0.194715,0.416962,-
1259,0.204349,0.483727,-
1260,0.193173,0.436496,-
1261,0.214398,0.407361,-
1262,0.210893,0.490392,-
1263,0.201074,0.417552,-
1264,0.199863,0.417958,-
1265,0.191513,0.477310,-
1266,0.201170,0.441106,-
1267,0.200657,0.437340,-
1268,0.211609,0.528836,-
1269,0.194143,0.431603,-
1270,0.211150,0.421561,-
1271,0.195691,0.513390,-
1272,0.210379,0.431084,-
1273,0.194780,0.436068,-
1274,0.203679,0.509117,-
1275,0.199903,0.428684,-
1276,0.203676,0.431480,-
1277,0.211737,0.508180,-
1278,0.203126,0.434536,-
1279,0.214858,0.424853,-
1280,0.200650,0.578964,-
1281,0.197471,0.443926,-
1282,0.200433,0.448697,-
1283,0.216000,0.525878,-
1284,0.228039,0.432169,-
1285,0.204274,0.449246,-
1286,0.267909,0.497790,-
1287,0.208178,0.445881,-
1288,0.208237,0.510305,-
1289,0.205894,0.449128,-
1290,0.206525,0.443142,-
1291,0.211832,0.520971,-
1292,0.219650,0.445796,-
1293,0.212561,0.461671,-
1294,0.217072,0.541096,-
1295,0.204510,0.430962,-
1296,0.210799,0.437653,-
1297,0.252346,0.503763,-
1298,0.211687,0.461809,-
1299,0.204243,0.471583,-
1300,0.218990,0.445916,-
1301,0.215134,0.467295,-
1302,0.217796,0.567819,-
1303,0.206483,0.450072,-
1304,0.217224,0.440989,-
1305,0.271312,0.498264,-
1306,0.245102,0.488999,-
1307,0.214782,0.523880,-
1308,0.210640,0.482183,-
1309,0.209622,0.433617,-
1310,0.221775,0.578240,-
1311,0.225606,0.466383,-
1312,0.210587,0.462117,-
1313,0.221646,0.558050,-
1314,0.227346,0.466916,-
1315,0.210639,0.565201,-
1316,0.216718,0.477970,-
1317,0.216233,0.456440,-
1318,0.276759,0.513550,-
1319,0.230194,0.450559,-
1320,0.216044,0.564308,-
1321,0.223889,0.497128,-
1322,0.215753,0.448822,-
1323,0.225136,0.537360,-
1324,0.220443,0.462316,-
1325,0.225818,0.479348,-
1326,0.217930,0.486469,-
1327,0.213249,0.477764,-
1328,0.227057,0.552700,-
1329,0.223796,0.466994,-
1330,0.224052,0.472769,-
1331,0.311114,0.536676,-
1332,0.213059,0.481235,-
1333,0.224293,0.558194,-
1334,0.213686,0.459760,-
1335,0.226885,0.486027,-
1336,0.284753,0.538636,-
1337,0.223885,0.487574,-
1338,0.224870,0.569516,-
1339,0.251719,0.472070,-
1340,0.227758,0.479020,-
1341,0.292874,0.532911,-
1342,0.223008,0.500616,-
1343,0.229459,0.561229,-
1344,0.230514,0.489565,-
1345,0.223034,0.475232,-
1346,0.235107,0.575770,-
1347,0.241992,0.493526,-
1348,0.219161,0.509785,-
1349,0.222131,0.498250,-
1350,0.249058,0.479357,-
1351,0.231045,0.590625,-
1352,0.226025,0.504063,-
1353,0.226952,0.494742,-
1354,0.229736,0.499668,-
1355,0.235890,0.493986,-
1356,0.252343,0.579654,-
1357,0.232782,0.542987,-
1358,0.225973,0.539198,-
1359,0.234653,0.495390,-
1360,0.229695,0.497142,-
1361,0.228511,0.633006,-
1362,0.228412,0.564077,-
1363,0.281835,0.534946,-
1364,0.245189,0.497763,-
1365,0.236951,0.525355,-
1366,0.237903,0.599099,-
1367,0.232866,0.505222,-
1368,0.235179,0.560544,-
1369,0.227410,0.490990,-
1370,0.239547,0.504227,-
1371,0.239108,0.649529,-
1372,0.235332,0.505500,-
1373,0.237714,0.608591,-
1374,0.236480,0.518405,-
1375,0.225666,0.508358,-
1376,0.309302,0.543398,-
1377,0.243724,0.498452,-
1378,0.232247,0.598983,-
1379,0.250197,0.566730,-
1380,0.254522,0.546111,-
1381,0.235952,0.537410,-
1382,0.230508,0.523368,-
1383,0.250180,0.606183,-
1384,0.250240,0.505950,-
1385,0.233739,0.621392,-
1386,0.261470,0.506368,-
1387,0.249005,0.532433,-
1388,0.307773,0.578338,-
1389,0.246371,0.512720,-
1390,0.241589,0.649225,-
1391,0.237479,0.531514,-
1392,0.255645,0.614737,-
1393,0.247056,0.517612,-
1394,0.253100,0.513759,-
1395,0.311035,0.584635,-
1396,0.263668,0.529473,-
1397,0.235965,0.640855,-
1398,0.251061,0.536136,-
1399,0.241545,0.631387,-
1400,0.251298,0.523474,-
1401,0.253021,0.529928,-
1402,0.272349,0.599598,-
1403,0.254599,0.525277,-
1404,0.342026,0.573661,-
1405,0.253877,0.511474,-
1406,0.253970,0.629812,-
1407,0.250267,0.528381,-
1408,0.244875,0.579873,-
1409,0.241060,0.536539,-
1410,0.247926,0.537693,-
1411,0.258433,0.625633,-
1412,0.249484,0.547096,-
1413,0.257703,0.628849,-
1414,0.270500,0.539822,-
1415,0.259702,0.595167,-
1416,0.249216,0.536529,-
1417,0.256119,0.543345,-
1418,0.353036,0.628481,-
1419,0.258068,0.538009,-
1420,0.257450,0.707160,-
1421,0.268672,0.559666,-
1422,0.256864,0.634016,-
1423,0.269192,0.587550,-
1424,0.253797,0.659792,-
1425,0.257127,0.563878,-
1426,0.250612,0.562416,-
1427,0.247278,0.559434,-
1428,0.264391,0.579618,-
1429,0.360456,0.603259,-
1430,0.263902,0.529239,-
1431,0.263880,0.650096,-
1432,0.263695,0.558797,-
1433,0.265412,0.676368,-
1434,0.258681,0.553948,-
1435,0.267243,0.673519,-
1436,0.263914,0.562535,-
1437,0.257493,0.571173,-
1438,0.265272,0.573913,-
1439,0.284141,0.577540,-
1440,0.342312,0.622635,-
1441,0.263910,0.564406,-
1442,0.271271,0.688586,-
1443,0.280976,0.559746,-
1444,0.297616,0.668990,-
1445,0.261762,0.641939,-
1446,0.265683,0.683033,-
1447,0.264528,0.646834,-
1448,0.254380,0.685153,-
1449,0.269188,0.572068,-
1450,0.265712,0.690345,-
1451,0.299472,0.632530,-
1452,0.258942,0.681955,-
1453,0.261556,0.584828,-
1454,0.288139,0.616702,-
1455,0.261639,0.577136,-
1456,0.256026,0.558144,-
1457,0.364680,0.624660,-
1458,0.266285,0.551058,-
1459,0.357404,0.633673,-
1460,0.271803,0.581538,-
1461,0.266288,0.693673,-
1462,0.273378,0.574090,-
1463,0.283864,0.730460,-
1464,0.281668,0.564813,-
1465,0.288912,0.697537,-
1466,0.271279,0.581682,-
1467,0.276675,0.663082,-
1468,0.276216,0.572505,-
1469,0.289454,0.570749,-
1470,0.373631,0.694162,-
1471,0.265927,0.585408,-
1472,0.370974,0.651842,-
1473,0.285378,0.598496,-
1474,0.399922,0.676249,-
1475,0.281014,0.606832,-
1476,0.332418,0.660027,-
1477,0.270316,0.616006,-
1478,0.350522,0.739913,-
1479,0.286063,0.597749,-
1480,0.351282,0.656898,-
1481,0.275645,0.595008,-
1482,0.367743,0.743213,-
1483,0.272005,0.632220,-
1484,0.371646,0.651717,-
1485,0.283326,0.595535,-
1486,0.408394,0.666677,-
1487,0.280317,0.629094,-
1488,0.295097,0.621018,-
1489,0.282562,0.610573,-
1490,0.349309,0.664842,-
1491,0.293137,0.607144,-
1492,0.382730,0.724442,-
1493,0.274692,0.610116,-
1494,0.289507,0.604599,-
1495,0.288514,0.613212,-
1496,0.333432,0.674448,-
1497,0.298414,0.634054,-
1498,0.275022,0.610315,-
1499,0.282282,0.648275,-
1500,0.280162,0.619752,-
1501,0.277328,0.610740,-
1502,0.363098,0.710548,-
1503,0.296361,0.627465,-
1504,0.284581,0.629527,-
1505,0.277252,0.624829,-
1506,0.293524,0.661776,-
1507,0.282184,0.653572,-
1508,0.287960,0.636033,-
1509,0.290082,0.631024,-
1510,0.281201,0.623930,-
1511,0.290851,0.637451,-
1512,0.276580,0.648337,-
1513,0.304034,0.632226,-
1514,0.286509,0.632560,-
1515,0.293427,0.621904,-
1516,0.293742,0.637651,-
1517,0.298818,0.626148,-
1518,0.296460,0.631498,-
1519,0.296394,0.629140,-
1520,0.286932,0.641917,-
1521,0.301898,0.638562,-
1522,0.303855,0.624079,-
1523,0.295741,0.637642,-
1524,0.294941,0.639274,-
1525,0.295748,0.651237,-
1526,0.297785,0.647364,-
1527,0.312852,0.631106,-
1528,0.299988,0.631529,-
1529,0.313327,0.661077,-
1530,0.298904,0.657529,-
1531,0.310112,0.642431,-
1532,0.303512,0.631492,-
1533,0.298612,0.637216,-
1534,0.313277,0.633554,-
1535,0.310232,0.679175,-
1536,0.304593,0.660586,-
1537,0.318139,0.703414,-
1538,0.291376,0.650784,-
1539,0.295010,0.685550,-
1540,0.298639,0.666383,-
1541,0.308550,0.714326,-
1542,0.306935,0.647828,-
1543,0.351516,0.747346,-
1544,0.305359,0.662223,-
1545,0.309583,0.693829,-
1546,0.313965,0.650330,-
1547,0.316191,0.692848,-
1548,0.313570,0.655684,-
1549,0.310176,0.687460,-
1550,0.298178,0.683577,-
1551,0.294281,0.705431,-
1552,0.306034,0.666331,-
1553,0.303351,0.690672,-
1554,0.326435,0.672978,-
1555,0.327790,0.727694,-
1556,0.309879,0.660423,-
1557,0.315185,0.702240,-
1558,0.328293,0.675551,-
1559,0.312889,0.700759,-
1560,0.304753,0.708073,-
1561,0.309491,0.734366,-
1562,0.314367,0.673963,-
1563,0.315494,0.718493,-
1564,0.333743,0.670971,-
1565,0.306838,0.729405,-
1566,0.334307,0.675400,-
1567,0.312564,0.762760,-
1568,0.326692,0.684832,-
1569,0.315293,0.756692,-
1570,0.308937,0.691164,-
1571,0.311376,0.740598,-
1572,0.313453,0.681334,-
1573,0.325773,0.792684,-
1574,0.316485,0.682797,-
1575,0.333910,0.764237,-
1576,0.336726,0.690770,-
1577,0.319122,0.835141,-
1578,0.309818,0.670193,-
1579,0.319966,0.732819,-
1580,0.316675,0.697033,-
1581,0.325338,0.793290,-
1582,0.327148,0.668369,-
1583,0.325923,0.765114,-
1584,0.320653,0.753996,-
1585,0.316988,0.782080,-
1586,0.319925,0.698909,-
1587,0.323112,0.794062,-
1588,0.333913,0.686225,-
1589,0.336354,0.778280,-
1590,0.314820,0.825364,-
1591,0.322691,0.826908,-
1592,0.336596,0.748167,-
1593,0.325791,0.857969,-
1594,0.324761,0.723533,-
1595,0.436844,0.771118,-
1596,0.320928,0.789761,-
1597,0.334521,0.706809,-
1598,0.334615,0.787759,-
1599,0.341360,0.724933,-
1600,0.326604,0.826039,-
1601,0.336699,0.712608,-
1602,0.332010,0.812302,-
1603,0.337621,0.688355,-
1604,0.338068,0.849258,-
1605,0.346905,0.726465,-
1606,0.341186,0.842073,-
1607,0.333330,0.704908,-
1608,0.339911,0.883054,-
1609,0.367396,0.755413,-
1610,0.331525,0.737489,-
1611,0.329784,0.814768,-
1612,0.336329,0.709604,-
1613,0.334971,0.863058,-
1614,0.334037,0.785714,-
1615,0.338484,0.828191,-
1616,0.336213,0.775746,-
1617,0.435669,0.824670,-
1618,0.341467,0.769386,-
1619,0.336832,0.726561,-
1620,0.339799,0.861902,-
1621,0.344909,0.739290,-
1622,0.342935,0.865291,-
1623,0.327345,0.731762,-
1624,0.338424,0.920104,-
1625,0.331886,0.728654,-
1626,0.443430,0.834370,-
1627,0.354813,0.775762,-
1628,0.337695,0.782691,-
1629,0.352931,0.866730,-
1630,0.338881,0.768803,-
1631,0.419166,0.838489,-
1632,0.347565,0.746551,-
1633,0.353973,0.740119,-
1634,0.343451,0.900581,-
1635,0.341016,0.736371,-
1636,0.475775,0.833241,-
1637,0.366129,0.786657,-
1638,0.342742,0.765107,-
1639,0.354227,0.866735,-
1640,0.387420,0.767459,-
1641,0.510750,0.831638,-
1642,0.352564,0.893749,-
1643,0.353941,0.742806,-
1644,0.348368,0.878061,-
1645,0.351354,0.753349,-
1646,0.438899,0.882337,-
1647,0.337179,0.797981,-
1648,0.335867,0.780525,-
1649,0.346689,0.894877,-
1650,0.364534,0.742602,-
1651,0.497144,0.905959,-
1652,0.343795,0.828999,-
1653,0.354474,0.755974,-
1654,0.349844,0.890725,-
1655,0.344539,0.780813,-
1656,0.506334,0.884248,-
1657,0.361137,0.798736,-
1658,0.348055,0.769755,-
1659,0.341234,0.905951,-
1660,0.390301,0.772403,-
1661,0.535890,0.895613,-
1662,0.366007,0.939765,-
1663,0.386670,0.807701,-
1664,0.362788,0.933079,-
1665,0.376162,0.763715,-
1666,0.484509,0.863093,-
1667,0.386001,0.909921,-
1668,0.410550,0.792395,-
1669,0.524685,0.854507,-
1670,0.381705,0.983792,-
1671,0.385854,0.826284,-
1672,0.380472,1.013853,-
1673,0.402199,0.798093,-
1674,0.513783,1.062789,-
1675,0.414658,1.060890,-
1676,0.370158,0.883684,-
1677,0.375521,0.806719,-
1678,0.391605,1.026039,-
1679,0.378161,0.816210,-
1680,0.446864,0.980815,-
1681,0.380164,1.093547,-
1682,0.402457,0.825226,-
1683,0.375077,0.868317,-
1684,0.441254,1.018982,-
1685,0.373359,0.852396,-
1686,0.384384,0.904504,-
1687,0.364843,1.006556,-
1688,0.382677,0.858846,-
1689,0.434856,0.827901,-
1690,0.380024,1.072298,-
1691,0.385917,0.921914,-
1692,0.383944,0.846659,-
1693,0.395228,1.078024,-
1694,0.396803,0.923441,-
1695,0.391322,0.828990,-
1696,0.390971,1.133771,-
1697,0.446250,0.934988,-
1698,0.443033,0.834560,-
1699,0.389289,1.107330,-
1700,0.403436,0.963347,-
1701,0.402069,0.843211,-
1702,0.404125,1.083547,-
1703,0.412012,0.941753,-
1704,0.390698,0.903265,-
1705,0.408490,1.079821,-
1706,0.388515,0.938714,-
1707,0.397764,0.850374,-
1708,0.407663,1.118440,-
1709,0.398238,1.007250,-
1710,0.413138,0.834089,-
1711,0.406176,1.096886,-
1712,0.382411,0.943249,-
1713,0.425877,0.836214,-
1714,0.388491,1.122856,-
1715,0.400038,0.962034,-
1716,0.414052,0.880061,-
1717,0.414344,1.131957,-
1718,0.406807,1.007271,-
1719,0.402037,0.834984,-
1720,0.399705,1.105656,-
1721,0.449560,0.996467,-
1722,0.401120,0.895842,-
1723,0.412044,1.163008,-
1724,0.453158,1.033495,-
1725,0.405792,0.870624,-
1726,0.408218,1.094985,-
1727,0.405015,1.006247,-
1728,0.418344,0.860917,-
1729,0.402925,1.081776,-
1730,0.417918,0.981913,-
1731,0.456955,0.868719,-
1732,0.458205,0.986940,-
1733,0.407845,1.058384,-
1734,0.404192,0.857872,-
1735,0.409704,1.100868,-
1736,0.426075,1.044415,-
1737,0.414777,0.886291,-
1738,0.553594,0.955318,-
1739,0.413554,1.134432,-
1740,0.399286,0.884711,-
1741,0.458179,1.026969,-
1742,0.408422,1.078654,-
1743,0.418243,0.918238,-
1744,0.521370,0.973366,-
1745,0.415335,1.039933,-
1746,0.417056,0.888225,-
1747,0.478295,1.053189,-
1748,0.417430,1.118121,-
1749,0.434112,0.871299,-
1750,0.551497,1.041154,-
1751,0.408058,1.093416,-
1752,0.402917,0.907187,-
1753,0.435053,0.881503,-
1754,0.421419,1.198217,-
1755,0.425725,1.030825,-
1756,0.453435,0.899230,-
1757,0.621270,1.026483,-
1758,0.422450,1.128689,-
1759,0.420019,0.901673,-
1760,0.459482,0.909271,-
1761,0.421275,1.143126,-
1762,0.431208,1.162675,-
1763,0.417979,0.951764,-
1764,0.416045,0.907347,-
1765,0.439590,1.093937,-
1766,0.428340,1.025768,-
1767,0.460854,0.908110,-
1768,0.611907,0.994325,-
1769,0.419907,1.141589,-
1770,0.469570,1.012216,-
1771,0.419249,0.907101,-
1772,0.592960,1.042703,-
1773,0.413117,1.122068,-
1774,0.469833,0.954576,-
1775,0.654826,1.098577,-
1776,0.427246,1.197245,-
1777,0.446997,1.076762,-
1778,0.429416,0.939313,-
1779,0.574010,1.027275,-
1780,0.450343,1.211786,-
1781,0.439686,0.937581,-
1782,0.426294,0.888266,-
1783,0.421152,1.173358,-
1784,0.421830,1.055629,-
1785,0.447754,0.921372,-
1786,0.657444,1.033880,-
1787,0.444836,1.183333,-
1788,0.445333,0.998849,-
1789,0.495493,0.885055,-
1790,0.640877,1.041819,-
1791,0.425004,1.180211,-
1792,0.445427,0.914015,-
1793,0.654326,1.087708,-
1794,0.487105,1.212800,-
1795,0.441315,1.039537,-
1796,0.504692,0.936989,-
1797,0.705677,1.031207,-
1798,0.439537,1.167167,-
1799,0.472724,1.231373,-
1800,0.455207,0.963746,-
1801,0.690284,1.053839,-
1802,0.445726,1.165004,-
1803,0.441127,1.071075,-
1804,0.492117,0.936393,-
1805,0.683964,1.024107,-
1806,0.501634,1.194114,-
1807,0.473122,1.143418,-
1808,0.513242,0.944862,-
1809,0.626822,1.026135,-
1810,0.512936,1.222854,-
1811,0.451614,1.146073,-
1812,0.491499,1.038646,-
1813,0.481964,0.943916,-
1814,0.671754,1.093145,-
1815,0.456998,1.284875,-
1816,0.451550,1.257040,-
1817,0.458068,1.050000,-
1818,0.466577,0.945461,-
1819,0.660324,1.087134,-
1820,0.462346,1.249137,-
1821,0.451363,1.160384,-
1822,0.459305,0.947759,-
1823,0.650066,1.142122,-
1824,0.467769,1.174717,-
1825,0.454924,1.178528,-
1826,0.464102,1.053639,-
1827,0.523688,0.990568,-
1828,0.717103,1.093587,-
1829,0.656985,1.050894,-
1830,0.490665,1.285603,-
1831,0.456581,1.182826,-
1832,0.476848,1.051131,-
1833,0.472342,1.022453,-
1834,0.643065,1.142028,-
1835,0.600326,1.057175,-
1836,0.464449,1.275603,-
1837,0.467147,1.135155,-
1838,0.467487,0.957628,-
1839,0.683808,1.093344,-
1840,0.513065,1.119956,-
1841,0.470605,1.281477,-
1842,0.461810,1.121811,-
1843,0.455994,0.966575,-
1844,0.686415,1.182743,-
1845,0.697140,1.096962,-
1846,0.480544,1.167029,-
1847,0.535510,1.125104,-
1848,0.464937,0.978495,-
1849,0.686066,1.131692,-
1850,0.649301,1.129878,-
1851,0.494442,1.200841,-
1852,0.462702,1.144629,-
1853,0.455837,0.988618,-
1854,0.709599,1.108593,-
1855,0.636204,1.106283,-
1856,0.478866,1.251713,-
1857,0.479617,1.183733,-
1858,0.475630,0.994930,-
1859,0.694601,1.123256,-
1860,0.626896,1.176737,-
1861,0.524519,1.249400,-
1862,0.456989,1.161377,-
1863,0.473012,1.119664,-
1864,0.474906,0.997845,-
1865,0.683882,1.154915,-
1866,0.708849,1.169581,-
1867,0.474312,1.254622,-
1868,0.469833,1.195615,-
1869,0.476276,1.061572,-
1870,0.484277,1.045181,-
1871,0.694897,1.142168,-
1872,0.488899,1.273891,-
1873,0.462962,1.201932,-
1874,0.479434,1.118058,-
1875,0.480850,1.072540,-
1876,0.468665,1.001524,-
1877,0.682541,1.181729,-
1878,0.474729,1.283754,-
1879,0.493670,1.200005,-
1880,0.526861,1.202443,-
1881,0.483329,1.016875,-
1882,0.703168,1.167936,-
1883,0.759649,1.133314,-
1884,0.533582,1.154924,-
1885,0.506552,1.238455,-
1886,0.493719,1.262071,-
1887,0.484686,1.067166,-
1888,0.517211,1.049978,-
1889,0.484852,1.031933,-
1890,0.684185,1.168215,-
1891,0.507912,1.264457,-
1892,0.487332,1.211812,-
1893,0.524211,1.173725,-
1894,0.485712,1.081661,-
1895,0.501716,1.020267,-
1896,0.736503,1.258353,-
1897,0.689984,1.168089,-
1898,0.496472,1.290958,-
1899,0.502888,1.279413,-
1900,0.490003,1.296324,-
1901,0.511642,1.158839,-
1902,0.496092,1.045241,-
1903,0.751255,1.137932,-
1904,0.645018,1.232840,-
1905,0.500936,1.313615,-
1906,0.484343,1.266426,-
1907,0.515737,1.277437,-
1908,0.509129,1.174430,-
1909,0.483780,1.058180,-
1910,0.505309,1.059019,-
1911,0.796939,1.304509,-
1912,0.845964,1.185071,-
1913,0.772723,1.190838,-
1914,0.742785,1.202779,-
1915,0.646995,1.219557,-
1916,0.508434,1.335250,-
1917,0.546485,1.261378,-
1918,0.503740,1.269754,-
1919,0.516319,1.135497,-
1920,0.501156,1.063601,-
1921,0.511710,1.050941,-
1922,0.805005,1.193145,-
1923,0.738829,1.204846,-
