N,Iterative,Dynamic Programming,Recursive
990,0.002063,0.009968,-
991,0.002095,0.009485,-
992,0.002164,0.009111,-
993,0.002107,0.009082,-
994,0.002221,0.009098,-
995,0.002250,0.009482,-
996,0.002156,0.009091,-
997,0.002463,0.009361,-
998,0.002260,0.009822,-
999,0.002168,0.009643,-
1000,0.002562,0.010408,-
1001,0.002230,0.010685,-
1002,0.002622,0.010983,-
1003,0.002373,0.009952,-
1004,0.002214,0.011235,-
1005,0.002195,0.009427,-
1006,0.002167,0.010559,-
1007,0.002336,0.011220,-
1008,0.002260,0.009394,-
1009,0.002181,0.010192,-
1010,0.002440,0.010206,-
1011,0.002775,0.010024,-
1012,0.002173,0.010018,-
1013,0.002177,0.009834,-
1014,0.002288,0.009592,-
1015,0.002203,0.009385,-
1016,0.002187,0.009830,-
1017,0.002329,0.009964,-
1018,0.002286,0.010564,-
1019,0.002527,0.010435,-
1020,0.002696,0.010038,-
1021,0.002224,0.010278,-
1022,0.002468,0.010588,-
1023,0.002212,0.010321,-
1024,0.002202,0.009776,-
1025,0.002176,0.010390,-
1026,0.003597,0.011866,-
1027,0.002379,0.011287,-
1028,0.002349,0.010353,-
1029,0.002534,0.009839,-
1030,0.002487,0.010072,-
1031,0.002292,0.010284,-
1032,0.002314,0.010426,-
1033,0.002283,0.011206,-
1034,0.002756,0.010409,-
1035,0.002740,0.010918,-
1036,0.002415,0.011744,-
1037,0.002299,0.010319,-
1038,0.002426,0.010561,-
1039,0.002628,0.010066,-
1040,0.002700,0.011908,-
1041,0.002480,0.011558,-
1042,0.003622,0.010482,-
1043,0.002322,0.010277,-
1044,0.002877,0.010977,-
1045,0.002445,0.010276,-
1046,0.002403,0.010376,-
1047,0.002364,0.010150,-
1048,0.002369,0.010828,-
1049,0.002590,0.011683,-
1050,0.002395,0.010477,-
1051,0.002646,0.011073,-
1052,0.002539,0.010384,-
1053,0.002378,0.011428,-
1054,0.002445,0.010472,-
1055,0.002736,0.010656,-
1056,0.002555,0.010496,-
1057,0.002404,0.010429,-
1058,0.002387,0.010551,-
1059,0.002397,0.011439,-
1060,0.002658,0.013504,-
1061,0.004134,0.012773,-
1062,0.002466,0.010822,-
1063,0.002422,0.010799,-
1064,0.002482,0.010647,-
1065,0.002507,0.010556,-
1066,0.002480,0.010973,-
1067,0.002525,0.011019,-
1068,0.002523,0.010668,-
1069,0.002530,0.010834,-
1070,0.002486,0.011921,-
1071,0.002403,0.010675,-
1072,0.002518,0.010644,-
1073,0.002844,0.010663,-
1074,0.002439,0.011160,-
1075,0.002511,0.011367,-
1076,0.002540,0.011504,-
1077,0.002687,0.010759,-
1078,0.002646,0.011219,-
1079,0.002584,0.034620,-
1080,0.003269,0.013016,-
1081,0.002617,0.010817,-
1082,0.002520,0.011265,-
1083,0.002498,0.010930,-
1084,0.002504,0.010990,-
1085,0.002490,0.011161,-
1086,0.002682,0.011308,-
1087,0.002615,0.011271,-
1088,0.002635,0.010860,-
1089,0.002543,0.011238,-
1090,0.002684,0.010899,-
1091,0.003103,0.011100,-
1092,0.002527,0.011102,-
1093,0.002548,0.011189,-
1094,0.002692,0.011142,-
1095,0.002566,0.011056,-
1096,0.002564,0.011616,-
1097,0.002649,0.012073,-
1098,0.002542,0.012142,-
1099,0.003040,0.011347,-
1100,0.002556,0.011703,-
1101,0.002526,0.011442,-
1102,0.002955,0.011250,-
1103,0.002634,0.012218,-
1104,0.002751,0.011550,-
1105,0.003098,0.011714,-
1106,0.002657,0.011671,-
1107,0.002638,0.011527,-
1108,0.002715,0.011344,-
1109,0.002667,0.011668,-
1110,0.002659,0.012665,-
1111,0.002701,0.013642,-
1112,0.003404,0.015171,-
1113,0.002622,0.011689,-
1114,0.002761,0.011422,-
1115,0.002612,0.011476,-
1116,0.002658,0.011699,-
1117,0.002632,0.011486,-
1118,0.003053,0.011909,-
1119,0.002744,0.011830,-
1120,0.002631,0.011471,-
1121,0.003084,0.011614,-
1122,0.002670,0.011438,-
1123,0.002654,0.012154,-
1124,0.002925,0.012010,-
1125,0.002685,0.011994,-
1126,0.002681,0.011643,-
1127,0.002687,0.011652,-
1128,0.002745,0.011769,-
1129,0.002753,0.013114,-
1130,0.003042,0.011838,-
1131,0.002767,0.012234,-
1132,0.002847,0.011780,-
1133,0.003451,0.012178,-
1134,0.002789,0.012599,-
1135,0.002716,0.012407,-
1136,0.003239,0.012441,-
1137,0.002889,0.011888,-
1138,0.003123,0.011834,-
1139,0.003019,0.012526,-
1140,0.002812,0.012630,-
1141,0.002908,0.012041,-
1142,0.002816,0.012473,-
1143,0.002894,0.012254,-
1144,0.002755,0.014450,-
1145,0.002859,0.013976,-
1146,0.002929,0.012444,-
1147,0.002758,0.013756,-
1148,0.003164,0.012685,-
1149,0.002984,0.014201,-
1150,0.002844,0.013067,-
1151,0.002811,0.014584,-
1152,0.002827,0.013836,-
1153,0.003101,0.012960,-
1154,0.002934,0.014445,-
1155,0.003199,0.013144,-
1156,0.002853,0.013106,-
1157,0.003683,0.013262,-
1158,0.003011,0.012815,-
1159,0.004438,0.018863,-
1160,0.004291,0.016780,-
1161,0.003466,0.013348,-
1162,0.002841,0.015162,-
1163,0.003243,0.012546,-
1164,0.002937,0.012599,-
1165,0.002826,0.012585,-
1166,0.002960,0.012977,-
1167,0.002926,0.012739,-
1168,0.003301,0.013044,-
1169,0.003123,0.012709,-
1170,0.002892,0.012854,-
1171,0.002942,0.012909,-
1172,0.003179,0.013037,-
1173,0.004326,0.012974,-
1174,0.003551,0.013061,-
1175,0.003104,0.012546,-
1176,0.003088,0.012864,-
1177,0.003017,0.013358,-
1178,0.003006,0.013144,-
1179,0.002967,0.015230,-
1180,0.003054,0.012940,-
1181,0.002971,0.014647,-
1182,0.003340,0.013803,-
1183,0.003055,0.012839,-
1184,0.003253,0.013659,-
1185,0.002997,0.013076,-
1186,0.003356,0.013216,-
1187,0.003072,0.023372,-
1188,0.004912,0.019440,-
1189,0.003033,0.014133,-
1190,0.003095,0.013302,-
1191,0.003102,0.013573,-
1192,0.003275,0.013333,-
1193,0.003196,0.013131,-
1194,0.003138,0.013424,-
1195,0.003527,0.013439,-
1196,0.003057,0.013561,-
1197,0.003106,0.013227,-
1198,0.003260,0.013734,-
1199,0.003553,0.013041,-
1200,0.003166,0.015280,-
1201,0.003136,0.013544,-
1202,0.003170,0.013676,-
1203,0.003153,0.014280,-
1204,0.003661,0.013873,-
1205,0.003130,0.013973,-
1206,0.003079,0.013803,-
1207,0.003084,0.013345,-
1208,0.003249,0.013740,-
1209,0.003090,0.013875,-
1210,0.004036,0.014526,-
1211,0.003135,0.014557,-
1212,0.003597,0.013938,-
1213,0.003137,0.013894,-
1214,0.003253,0.014731,-
1215,0.003156,0.014746,-
1216,0.003166,0.014732,-
1217,0.003294,0.013735,-
1218,0.003338,0.013933,-
1219,0.003146,0.014342,-
1220,0.003199,0.013792,-
1221,0.003158,0.014155,-
1222,0.003688,0.014710,-
1223,0.003439,0.014027,-
1224,0.004133,0.016656,-
1225,0.004587,0.015111,-
1226,0.003608,0.014466,-
1227,0.003832,0.015211,-
1228,0.003451,0.015542,-
1229,0.003674,0.015437,-
1230,0.004040,0.015164,-
1231,0.003425,0.015123,-
1232,0.004286,0.017175,-
1233,0.003358,0.014437,-
1234,0.003336,0.014788,-
1235,0.003760,0.015845,-
1236,0.003936,0.014822,-
1237,0.004047,0.017847,-
1238,0.003677,0.015407,-
1239,0.003515,0.014397,-
1240,0.003281,0.014448,-
1241,0.004032,0.014854,-
1242,0.003343,0.014329,-
1243,0.003374,0.014382,-
1244,0.003310,0.014172,-
1245,0.003365,0.017129,-
1246,0.003680,0.016144,-
1247,0.003345,0.015000,-
1248,0.003401,0.014854,-
1249,0.003389,0.014731,-
1250,0.003807,0.014559,-
1251,0.003582,0.014861,-
1252,0.003725,0.015138,-
1253,0.003420,0.014377,-
1254,0.003358,0.014971,-
1255,0.003538,0.015473,-
1256,0.004283,0.015011,-
1257,0.003402,0.015285,-
1258,0.003387,0.015365,-
1259,0.003386,0.014955,-
1260,0.003416,0.015088,-
1261,0.003733,0.015310,-
1262,0.003403,0.015082,-
1263,0.003399,0.015200,-
1264,0.003438,0.014932,-
1265,0.003492,0.014684,-
1266,0.003474,0.016190,-
1267,0.003993,0.015212,-
1268,0.003359,0.014643,-
1269,0.003458,0.014955,-
1270,0.003601,0.015022,-
1271,0.003660,0.015082,-
1272,0.003964,0.016186,-
1273,0.003442,0.015182,-
1274,0.003472,0.015493,-
1275,0.003724,0.014991,-
1276,0.004279,0.015187,-
1277,0.003799,0.015559,-
1278,0.003588,0.015509,-
1279,0.003448,0.015102,-
1280,0.003517,0.015333,-
1281,0.003459,0.015637,-
1282,0.003540,0.016289,-
1283,0.003891,0.015429,-
1284,0.003507,0.015363,-
1285,0.004255,0.016224,-
1286,0.003916,0.015163,-
1287,0.003792,0.017598,-
1288,0.004455,0.015729,-
1289,0.003676,0.016214,-
1290,0.005758,0.017805,-
1291,0.003859,0.016609,-
1292,0.004232,0.018326,-
1293,0.003912,0.017998,-
1294,0.003819,0.015721,-
1295,0.003545,0.015682,-
1296,0.003700,0.015754,-
1297,0.003641,0.015705,-
1298,0.003689,0.015753,-
1299,0.003800,0.015414,-
1300,0.003677,0.015934,-
1301,0.003665,0.018164,-
1302,0.003804,0.017708,-
1303,0.003953,0.017542,-
1304,0.003857,0.015979,-
1305,0.003848,0.019042,-
1306,0.004591,0.018745,-
1307,0.003718,0.018549,-
1308,0.003698,0.016558,-
1309,0.003867,0.018087,-
1310,0.005906,0.016227,-
1311,0.003848,0.015753,-
1312,0.003738,0.016214,-
1313,0.003780,0.017040,-
1314,0.003972,0.016588,-
1315,0.003751,0.022238,-
1316,0.005376,0.019166,-
1317,0.004154,0.018721,-
1318,0.003810,0.017587,-
1319,0.003750,0.016049,-
1320,0.003851,0.016344,-
1321,0.003736,0.016704,-
1322,0.003916,0.016441,-
1323,0.004518,0.015943,-
1324,0.003719,0.016049,-
1325,0.003965,0.017989,-
1326,0.004041,0.016035,-
1327,0.004063,0.017441,-
1328,0.003790,0.016835,-
1329,0.003826,0.017401,-
1330,0.004048,0.016838,-
1331,0.004123,0.016931,-
1332,0.004023,0.016898,-
1333,0.003908,0.017497,-
1334,0.003956,0.017398,-
1335,0.003897,0.017098,-
1336,0.003844,0.017058,-
1337,0.003990,0.017414,-
1338,0.005231,0.043214,-
1339,0.010796,0.039863,-
1340,0.005024,0.031182,-
1341,0.004508,0.019202,-
1342,0.004171,0.017491,-
1343,0.004809,0.017638,-
1344,0.004422,0.016706,-
1345,0.003818,0.016345,-
1346,0.004037,0.016881,-
1347,0.003889,0.016533,-
1348,0.003931,0.016556,-
1349,0.003858,0.016351,-
1350,0.004020,0.018912,-
1351,0.004135,0.017888,-
1352,0.004320,0.017071,-
1353,0.004503,0.017895,-
1354,0.004240,0.018020,-
1355,0.004060,0.017231,-
1356,0.004070,0.018141,-
1357,0.003961,0.019213,-
1358,0.005701,0.017737,-
1359,0.004765,0.023069,-
1360,0.004063,0.017945,-
1361,0.005252,0.064294,-
1362,0.008323,0.019774,-
1363,0.005181,0.020526,-
1364,0.003955,0.017214,-
1365,0.003922,0.016704,-
1366,0.003923,0.017477,-
1367,0.003953,0.016572,-
1368,0.003950,0.017752,-
1369,0.003925,0.017108,-
1370,0.003958,0.017330,-
1371,0.004091,0.017093,-
1372,0.004115,0.017621,-
1373,0.004053,0.017385,-
1374,0.004122,0.017081,-
1375,0.005470,0.020822,-
1376,0.004182,0.020101,-
1377,0.004017,0.020172,-
1378,0.005321,0.020166,-
1379,0.004240,0.018871,-
1380,0.004818,0.019358,-
1381,0.004263,0.019451,-
1382,0.004105,0.020834,-
1383,0.004150,0.021418,-
1384,0.004377,0.064191,-
1385,0.006185,0.053174,-
1386,0.007196,0.024576,-
1387,0.004092,0.017196,-
1388,0.004345,0.018419,-
1389,0.004402,0.019336,-
1390,0.004084,0.017872,-
1391,0.004134,0.017873,-
1392,0.004273,0.017749,-
1393,0.004268,0.019435,-
1394,0.004147,0.017871,-
1395,0.004044,0.018392,-
1396,0.004179,0.018533,-
1397,0.004238,0.018392,-
1398,0.004382,0.019045,-
1399,0.004298,0.018645,-
1400,0.004123,0.018518,-
1401,0.004241,0.019038,-
1402,0.004194,0.018718,-
1403,0.004247,0.018411,-
1404,0.004219,0.018587,-
1405,0.005125,0.019128,-
1406,0.004307,0.019149,-
1407,0.004586,0.019607,-
1408,0.004379,0.019506,-
1409,0.004229,0.018542,-
1410,0.004311,0.018697,-
1411,0.004520,0.020245,-
1412,0.004504,0.019950,-
1413,0.004387,0.019045,-
1414,0.004217,0.019935,-
1415,0.004665,0.020403,-
1416,0.004464,0.019342,-
1417,0.004255,0.018809,-
1418,0.004317,0.018935,-
1419,0.004392,0.019828,-
1420,0.004730,0.019424,-
1421,0.004900,0.019456,-
1422,0.004679,0.019111,-
1423,0.005339,0.018787,-
1424,0.004978,0.028656,-
1425,0.004433,0.019000,-
1426,0.004268,0.019244,-
1427,0.004658,0.018810,-
1428,0.004526,0.019032,-
1429,0.004494,0.018779,-
1430,0.004353,0.019102,-
1431,0.004334,0.018458,-
1432,0.004389,0.019191,-
1433,0.004302,0.018836,-
1434,0.004347,0.018767,-
1435,0.004322,0.018605,-
1436,0.004607,0.020412,-
1437,0.004536,0.019644,-
1438,0.004559,0.019331,-
1439,0.004381,0.019857,-
1440,0.004676,0.020440,-
1441,0.006016,0.025196,-
1442,0.004335,0.020140,-
1443,0.004668,0.019672,-
1444,0.005389,0.020152,-
1445,0.005317,0.019918,-
1446,0.004430,0.019675,-
1447,0.004530,0.018986,-
1448,0.004552,0.019800,-
1449,0.004504,0.020150,-
1450,0.004594,0.019202,-
1451,0.004476,0.022069,-
1452,0.004771,0.020450,-
1453,0.004515,0.022496,-
1454,0.004855,0.020616,-
1455,0.004623,0.021567,-
1456,0.004876,0.027194,-
1457,0.006236,0.023845,-
1458,0.004698,0.020322,-
1459,0.004801,0.020579,-
1460,0.004530,0.020540,-
1461,0.004564,0.020748,-
1462,0.004916,0.021103,-
1463,0.004934,0.020174,-
1464,0.004636,0.021055,-
1465,0.004875,0.021145,-
1466,0.004612,0.019943,-
1467,0.004634,0.020221,-
1468,0.004621,0.021273,-
1469,0.004896,0.020362,-
1470,0.004918,0.021367,-
1471,0.005200,0.020844,-
1472,0.005015,0.021308,-
1473,0.005315,0.021996,-
1474,0.004654,0.020400,-
1475,0.004788,0.021113,-
1476,0.004686,0.020472,-
1477,0.004805,0.020073,-
1478,0.004752,0.021740,-
1479,0.005513,0.022142,-
1480,0.005313,0.020514,-
1481,0.004667,0.021121,-
1482,0.004895,0.020572,-
1483,0.005226,0.020753,-
1484,0.004942,0.022083,-
1485,0.005701,0.021294,-
1486,0.005222,0.021770,-
1487,0.004788,0.023732,-
1488,0.004955,0.021663,-
1489,0.004749,0.024315,-
1490,0.004911,0.020901,-
1491,0.005423,0.023542,-
1492,0.004752,0.021550,-
1493,0.005114,0.022063,-
1494,0.005294,0.025785,-
1495,0.006216,0.021254,-
1496,0.005343,0.021213,-
1497,0.004816,0.031421,-
1498,0.005772,0.022268,-
1499,0.004995,0.021881,-
1500,0.006011,0.021977,-
1501,0.005823,0.025403,-
1502,0.005981,0.025197,-
1503,0.007677,0.027036,-
1504,0.009136,0.030750,-
1505,0.007855,0.036489,-
1506,0.006662,0.023689,-
1507,0.005045,0.024055,-
1508,0.005045,0.022591,-
1509,0.004961,0.023562,-
1510,0.004924,0.020751,-
1511,0.005081,0.021302,-
1512,0.005029,0.020944,-
1513,0.005153,0.021308,-
1514,0.005186,0.021445,-
1515,0.005157,0.022090,-
1516,0.005000,0.021527,-
1517,0.005123,0.021850,-
1518,0.005249,0.028188,-
1519,0.005148,0.021409,-
1520,0.004999,0.021777,-
1521,0.004930,0.021665,-
1522,0.004849,0.021829,-
1523,0.005118,0.021633,-
1524,0.004915,0.021358,-
1525,0.005422,0.023011,-
1526,0.005058,0.021179,-
1527,0.004948,0.021837,-
1528,0.005051,0.021940,-
1529,0.004976,0.022245,-
1530,0.005054,0.022192,-
1531,0.005692,0.022490,-
1532,0.005474,0.022063,-
1533,0.005264,0.024868,-
1534,0.005266,0.022397,-
1535,0.005906,0.022371,-
1536,0.005787,0.023940,-
1537,0.005067,0.022204,-
1538,0.005103,0.023115,-
1539,0.005135,0.022211,-
1540,0.005895,0.023742,-
1541,0.005239,0.022510,-
1542,0.005141,0.023421,-
1543,0.005828,0.022287,-
1544,0.005535,0.024916,-
1545,0.005247,0.022569,-
1546,0.005281,0.024242,-
1547,0.005125,0.022971,-
1548,0.005597,0.025869,-
1549,0.005423,0.022625,-
1550,0.005211,0.022650,-
1551,0.006488,0.023159,-
1552,0.006195,0.022685,-
1553,0.005151,0.023125,-
1554,0.005262,0.022672,-
1555,0.005370,0.023011,-
1556,0.005402,0.022644,-
1557,0.005199,0.022648,-
1558,0.005158,0.025843,-
1559,0.005541,0.022987,-
1560,0.006087,0.022590,-
1561,0.005360,0.027864,-
1562,0.006550,0.026422,-
1563,0.005312,0.031986,-
1564,0.005286,0.023047,-
1565,0.005311,0.024010,-
1566,0.005964,0.025336,-
1567,0.006127,0.023549,-
1568,0.005972,0.023807,-
1569,0.006127,0.022468,-
1570,0.005710,0.023362,-
1571,0.005334,0.023821,-
1572,0.005327,0.024724,-
1573,0.005709,0.057912,-
1574,0.005222,0.023089,-
1575,0.005439,0.023557,-
1576,0.005532,0.022958,-
1577,0.005259,0.022345,-
1578,0.005297,0.023694,-
1579,0.005431,0.022996,-
1580,0.005447,0.022518,-
1581,0.005372,0.024081,-
1582,0.005492,0.023684,-
1583,0.005791,0.023737,-
1584,0.006509,0.023193,-
1585,0.005397,0.025533,-
1586,0.005653,0.023364,-
1587,0.005446,0.023550,-
1588,0.005505,0.023590,-
1589,0.005704,0.027756,-
1590,0.005417,0.024473,-
1591,0.005453,0.024171,-
1592,0.005617,0.024176,-
1593,0.005573,0.023582,-
1594,0.005461,0.024795,-
1595,0.006142,0.024000,-
1596,0.005487,0.024084,-
1597,0.005648,0.026392,-
1598,0.006044,0.025795,-
1599,0.005412,0.027284,-
1600,0.006157,0.024905,-
1601,0.006558,0.025245,-
1602,0.006212,0.024348,-
1603,0.005465,0.024889,-
1604,0.006148,0.024349,-
1605,0.005758,0.023861,-
1606,0.005530,0.024570,-
1607,0.005562,0.024350,-
1608,0.006485,0.024730,-
1609,0.005509,0.024369,-
1610,0.005545,0.024760,-
1611,0.005780,0.024258,-
1612,0.005539,0.026184,-
1613,0.006335,0.026484,-
1614,0.005578,0.024625,-
1615,0.006443,0.028034,-
1616,0.005745,0.025993,-
1617,0.006443,0.028565,-
1618,0.005936,0.032024,-
1619,0.006574,0.025172,-
1620,0.005705,0.025575,-
1621,0.005701,0.025763,-
1622,0.005816,0.025085,-
1623,0.005601,0.027159,-
1624,0.005926,0.024805,-
1625,0.006845,0.028830,-
1626,0.006553,0.026090,-
1627,0.005778,0.024482,-
1628,0.005644,0.024293,-
1629,0.006048,0.025414,-
1630,0.005633,0.025185,-
1631,0.007389,0.025130,-
1632,0.005834,0.027615,-
1633,0.005908,0.024993,-
1634,0.005782,0.024760,-
1635,0.005718,0.026035,-
1636,0.005966,0.024698,-
1637,0.005952,0.024727,-
1638,0.006269,0.026460,-
1639,0.005754,0.027821,-
1640,0.006460,0.026932,-
1641,0.006032,0.026490,-
1642,0.006770,0.025977,-
1643,0.006404,0.027242,-
1644,0.006033,0.027274,-
1645,0.006425,0.028692,-
1646,0.007326,0.027358,-
1647,0.006190,0.027862,-
1648,0.005872,0.026562,-
1649,0.007109,0.027501,-
1650,0.005919,0.027777,-
1651,0.007762,0.029208,-
1652,0.006026,0.028686,-
1653,0.006527,0.027453,-
1654,0.005909,0.028874,-
1655,0.006546,0.026721,-
1656,0.006440,0.030338,-
1657,0.006106,0.026929,-
1658,0.006835,0.025469,-
1659,0.006127,0.025117,-
1660,0.006812,0.026066,-
1661,0.005941,0.026289,-
1662,0.005855,0.027445,-
1663,0.006080,0.026700,-
1664,0.005803,0.025902,-
1665,0.006545,0.027208,-
1666,0.006104,0.027255,-
1667,0.006147,0.026372,-
1668,0.006378,0.028775,-
1669,0.006649,0.029619,-
1670,0.006758,0.026932,-
1671,0.005921,0.030600,-
1672,0.006920,0.026609,-
1673,0.006165,0.026550,-
1674,0.006094,0.026990,-
1675,0.006248,0.027043,-
1676,0.006906,0.026675,-
1677,0.006312,0.026021,-
1678,0.006319,0.027618,-
1679,0.006428,0.028031,-
1680,0.006003,0.026382,-
1681,0.005991,0.028012,-
1682,0.006078,0.030290,-
1683,0.006131,0.026907,-
1684,0.006680,0.026477,-
1685,0.006790,0.028985,-
1686,0.006102,0.030087,-
1687,0.006853,0.027627,-
1688,0.006499,0.029043,-
1689,0.006080,0.029220,-
1690,0.007454,0.027471,-
1691,0.006106,0.028768,-
1692,0.016483,0.054337,-
1693,0.006325,0.030297,-
1694,0.006927,0.027046,-
1695,0.006459,0.028278,-
1696,0.006477,0.028871,-
1697,0.006380,0.027467,-
1698,0.006210,0.027554,-
1699,0.007183,0.027260,-
1700,0.006366,0.027514,-
1701,0.006148,0.028189,-
1702,0.006334,0.029805,-
1703,0.006383,0.027971,-
1704,0.006488,0.029549,-
1705,0.006198,0.027201,-
1706,0.006252,0.028811,-
1707,0.006314,0.027171,-
1708,0.006614,0.027086,-
1709,0.006160,0.027329,-
1710,0.006477,0.028039,-
1711,0.006245,0.026972,-
1712,0.006454,0.027309,-
1713,0.006488,0.027416,-
1714,0.006222,0.027259,-
1715,0.006997,0.031211,-
1716,0.006541,0.028007,-
1717,0.007804,0.028080,-
1718,0.006460,0.028903,-
1719,0.006306,0.034082,-
1720,0.009574,0.033972,-
1721,0.007496,0.031094,-
1722,0.006363,0.030082,-
1723,0.006435,0.031821,-
1724,0.007657,0.029720,-
1725,0.006409,0.029390,-
1726,0.006513,0.031323,-
1727,0.006646,0.029586,-
1728,0.006516,0.028658,-
1729,0.006360,0.033197,-
1730,0.009572,0.040641,-
1731,0.006410,0.028235,-
1732,0.006364,0.027752,-
1733,0.006444,0.028240,-
1734,0.006615,0.029733,-
1735,0.008015,0.034811,-
1736,0.009277,0.030693,-
1737,0.006749,0.027948,-
1738,0.006571,0.029333,-
1739,0.008176,0.052887,-
1740,0.007352,0.030396,-
1741,0.009598,0.040046,-
1742,0.007311,0.034743,-
1743,0.007706,0.037802,-
1744,0.007920,0.038792,-
1745,0.011555,0.031730,-
1746,0.006786,0.028367,-
1747,0.007188,0.029803,-
1748,0.007027,0.028895,-
1749,0.006587,0.029122,-
1750,0.006830,0.028817,-
1751,0.006629,0.028906,-
1752,0.006588,0.032005,-
1753,0.006804,0.030514,-
1754,0.006783,0.029921,-
1755,0.006808,0.029489,-
1756,0.006658,0.033020,-
1757,0.006594,0.031131,-
1758,0.006522,0.030233,-
1759,0.007158,0.029080,-
1760,0.006665,0.030158,-
1761,0.006556,0.029088,-
1762,0.006957,0.029280,-
1763,0.006850,0.031255,-
1764,0.007125,0.029577,-
1765,0.006723,0.030522,-
1766,0.007002,0.029427,-
1767,0.006708,0.035028,-
1768,0.006866,0.033671,-
1769,0.006809,0.030682,-
1770,0.006953,0.031666,-
1771,0.006610,0.030995,-
1772,0.008092,0.031022,-
1773,0.007352,0.030703,-
1774,0.007030,0.029833,-
1775,0.006793,0.032636,-
1776,0.007858,0.030416,-
1777,0.006781,0.029737,-
1778,0.007152,0.029951,-
1779,0.007249,0.030553,-
1780,0.006816,0.030393,-
1781,0.006948,0.029793,-
1782,0.006832,0.030080,-
1783,0.008957,0.030950,-
1784,0.007106,0.029598,-
1785,0.006957,0.030689,-
1786,0.007111,0.030275,-
1787,0.006984,0.030727,-
1788,0.007050,0.029828,-
1789,0.007312,0.032804,-
1790,0.007880,0.034075,-
1791,0.006839,0.031497,-
1792,0.007285,0.033956,-
1793,0.007273,0.031873,-
1794,0.007290,0.031611,-
1795,0.008379,0.031644,-
1796,0.008253,0.031355,-
1797,0.007848,0.032700,-
1798,0.007127,0.037296,-
1799,0.007416,0.031245,-
1800,0.007808,0.030731,-
1801,0.007145,0.031396,-
1802,0.007617,0.031851,-
1803,0.007523,0.030130,-
1804,0.007276,0.030441,-
1805,0.007064,0.030923,-
1806,0.007306,0.031352,-
1807,0.007124,0.031258,-
1808,0.007353,0.031404,-
1809,0.007133,0.035744,-
1810,0.007372,0.031991,-
1811,0.006974,0.030922,-
1812,0.007844,0.031580,-
1813,0.007089,0.032930,-
1814,0.007383,0.031121,-
1815,0.007320,0.030127,-
1816,0.006908,0.035907,-
1817,0.007355,0.032360,-
1818,0.007484,0.034993,-
1819,0.007178,0.032734,-
1820,0.007419,0.033738,-
1821,0.015346,0.033339,-
1822,0.007056,0.032235,-
1823,0.007113,0.031220,-
1824,0.007369,0.031310,-
1825,0.007085,0.031279,-
1826,0.007711,0.031571,-
1827,0.007016,0.031900,-
1828,0.007610,0.032295,-
1829,0.007464,0.031549,-
1830,0.007719,0.033976,-
1831,0.007293,0.034072,-
1832,0.007434,0.031793,-
1833,0.007548,0.031849,-
1834,0.007850,0.032646,-
1835,0.007562,0.035937,-
1836,0.007130,0.033899,-
1837,0.007231,0.031933,-
1838,0.007246,0.032041,-
1839,0.007478,0.032476,-
1840,0.007831,0.032039,-
1841,0.007255,0.031554,-
1842,0.007274,0.033014,-
1843,0.008669,0.032905,-
1844,0.007177,0.032484,-
1845,0.008067,0.033880,-
1846,0.009591,0.036527,-
1847,0.007363,0.034490,-
1848,0.007489,0.033484,-
1849,0.007410,0.033584,-
1850,0.007575,0.033526,-
1851,0.008472,0.034080,-
1852,0.007476,0.034244,-
1853,0.011524,0.033506,-
1854,0.008915,0.034218,-
1855,0.007483,0.038239,-
1856,0.008446,0.041540,-
1857,0.008417,0.033053,-
1858,0.007429,0.033142,-
1859,0.007347,0.033123,-
1860,0.007312,0.035557,-
1861,0.007520,0.034758,-
1862,0.007657,0.033376,-
1863,0.007643,0.034819,-
1864,0.010450,0.033576,-
1865,0.007682,0.033136,-
1866,0.007484,0.034469,-
1867,0.007519,0.033371,-
1868,0.007428,0.033539,-
1869,0.007405,0.034495,-
1870,0.007580,0.032975,-
1871,0.007604,0.033435,-
1872,0.007846,0.033285,-
1873,0.007635,0.032674,-
1874,0.008151,0.033499,-
1875,0.008027,0.032695,-
1876,0.007564,0.033119,-
1877,0.008581,0.034196,-
1878,0.007779,0.035095,-
1879,0.007556,0.033448,-
1880,0.008185,0.033739,-
1881,0.007681,0.033576,-
1882,0.007594,0.034171,-
1883,0.007970,0.033352,-
1884,0.007942,0.034967,-
1885,0.009000,0.037755,-
1886,0.007849,0.034604,-
1887,0.007657,0.034640,-
1888,0.007798,0.035769,-
1889,0.008282,0.033872,-
1890,0.007627,0.033563,-
1891,0.007849,0.033777,-
1892,0.007698,0.033452,-
1893,0.007621,0.034366,-
1894,0.008627,0.033913,-
1895,0.008952,0.034593,-
1896,0.009911,0.036975,-
1897,0.007936,0.036613,-
1898,0.009333,0.036413,-
1899,0.008082,0.038065,-
1900,0.007821,0.035487,-
1901,0.007812,0.039991,-
1902,0.007668,0.035129,-
1903,0.008463,0.038453,-
1904,0.008261,0.036909,-
1905,0.008454,0.047598,-
1906,0.007575,0.033996,-
1907,0.007673,0.034738,-
1908,0.008066,0.035937,-
1909,0.008154,0.037157,-
1910,0.008146,0.033909,-
1911,0.007817,0.034500,-
1912,0.008428,0.036874,-
1913,0.008551,0.038667,-
1914,0.010948,0.044322,-
1915,0.007754,0.042295,-
1916,0.009466,0.039137,-
1917,0.007697,0.046314,-
1918,0.008939,0.041104,-
1919,0.009763,0.035476,-
1920,0.007910,0.034699,-
1921,0.007988,0.035367,-
